Nome: CURITIBA
Codigo Estacao: A807
Latitude: -25.448688
Longitude: -49.230602
Altitude: 922.91
Situacao: Operante
Data Inicial: 2019-12-01
Data Final: 2020-08-01
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL. HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR. AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(W/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO. HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR. HORARIA(%);VENTO. DIRECAO HORARIA (gr)(° (gr));VENTO. RAJADA MAXIMA(m/s);VENTO. VELOCIDADE HORARIA(m/s);
2019-12-01;0000;0;909.6;null;909.6;908.4;-3.54;23;20.6;12.8;21.9;20.4;13.2;12;12.7;62;54;61;127;1.8;.2;
2019-12-01;0100;0;909.8;1013.52153;909.8;909.4;-3.54;22;19.7;12.8;21.2;19.7;12.8;12;12.6;64;57;64;347;3.5;.9;
2019-12-01;0200;0;909.6;1013.336098;909.9;909.5;-3.54;21;19.6;13.1;19.8;19.1;13.2;12.4;12.6;66;64;66;23;3.5;0;
2019-12-01;0300;0;909.4;1013.113289;910.1;909.4;-3.54;20;19.6;11.6;19.8;18.5;13.2;11.6;12.6;68;60;60;355;2.4;.7;
2019-12-01;0400;0;908.9;1012.893547;909.4;908.9;-3.54;20;18.7;11.9;19.7;18.6;12;11.5;12.6;65;59;65;121;1.6;0;
2019-12-01;0500;0;907.9;1011.854296;908.9;907.9;-3.54;19;18.5;13.1;19;18.4;13.2;12;12.6;71;65;71;54;1;0;
2019-12-01;0600;0;907.9;1011.8167;907.9;907.5;-3.532;19;18.6;12.4;18.7;18.3;13.1;12.4;12.6;71;67;67;71;1.9;0;
2019-12-01;0700;0;908.3;1012.715645;908.4;907.9;-3.54;19;17.4;12.8;18.6;17.4;12.9;12.1;12.6;75;67;75;73;1.4;.2;
2019-12-01;0800;0;908.6;1012.936435;908.8;908.3;53.513;18;17.7;12.7;17.7;16.4;13.2;12.5;12.6;79;73;73;69;1.3;0;
2019-12-01;0900;0;909.5;1012.704015;909.5;908.6;601.686;19;21;13.3;21;17.6;13.6;12.2;12.8;73;61;61;273;1.5;.1;
2019-12-01;1000;0;910.3;1013.225741;910.3;909.5;672.394;21;22;14.1;22;20.7;14.1;13.1;13;65;60;61;241;1.9;.5;
2019-12-01;1100;0;910.6;1012.792912;910.6;910.2;1131.506;23;24.1;14.7;24.1;22;14.9;13.2;13.2;61;53;56;114;2.3;0;
2019-12-01;1200;0;910.4;1011.779523;910.6;910.4;2337.767;26;26.3;12.4;26.8;24.1;14.7;12.4;13.6;56;41;42;284;3.7;1.6;
2019-12-01;1300;0;910.5;1011.146915;910.5;910.2;3244.046;29;28.4;12.6;28.5;26.3;14.1;12;13.9;44;36;38;305;4.3;1.6;
2019-12-01;1400;0;910;1010.451291;910.5;909.9;3860.225;30;28.8;11.7;29.4;27.9;14.1;10.6;14.1;41;33;35;224;5.7;2.5;
2019-12-01;1500;0;909.7;1009.769111;910;909.6;4089.201;31;29.8;12.6;30.3;28.8;13.5;10.6;14;37;31;35;233;6.4;2.3;
2019-12-01;1600;0;909.2;1009.005947;909.7;909.2;2980.308;32;30.4;11.8;31;29.3;13;10.5;14.1;35;31;32;226;6.3;3;
2019-12-01;1700;0;908.4;1008.744678;909.2;908.3;2089.37;33;28.6;15.3;31.2;28.6;15.8;10.6;13.8;45;29;45;89;8;3.5;
2019-12-01;1800;0;908.6;1010.351957;908.7;908.3;682.146;31;24.7;18;28.5;24.7;18.1;15.4;13.4;67;45;67;96;9.3;4.2;
2019-12-01;1900;18.2;910;1013.706972;910.4;908;172.975;27;19.8;null;24.7;19.7;20.1;17.9;12.7;99;67;null;116;11.3;2;
2019-12-01;2000;2;910.2;1014.11687;910.6;909.9;79.32;24;19.3;null;20.1;19.1;null;null;12.7;null;null;null;99;8;3.1;
2019-12-01;2100;0;910.6;1014.675175;910.6;910.1;73.448;23;19;null;19.3;18.9;null;null;12.7;null;null;null;82;8;2.3;
2019-12-01;2200;0;911.2;1015.75912;911.2;910.5;2.635;22;17.9;null;19.1;17.9;null;null;12.7;null;null;null;92;8.2;2.3;
2019-12-01;2300;0;912.2;1017.599973;912.2;911.2;.067;20;16;null;17.9;15.9;null;null;12.6;null;null;null;108;7.9;3.3;
2019-12-02;0000;0;912.8;null;912.8;912.2;1.933;19;16;13.9;16.2;15.8;16;13.9;12.6;100;87;88;107;7.9;2.3;
2019-12-02;0100;0;912.6;1018.007707;913;912.6;.852;18;16.1;14.1;16.2;15.9;15.8;13.8;12.6;99;87;88;96;5.8;2;
2019-12-02;0200;0;912.5;1017.934636;912.7;912.3;.724;18;16;13.7;16.1;15.9;15.2;13.7;12.6;95;86;86;90;7.4;2.3;
2019-12-02;0300;0;911.9;1017.419407;912.5;911.9;-.58;18;15.6;13.1;16;15.6;13.6;13.1;12.5;87;84;85;102;7.3;2.6;
2019-12-02;0400;0;911.5;1017.205012;911.9;911.5;-1.784;17;15;13.9;15.7;14.9;13.9;12.5;12.5;93;85;93;111;5.7;1.8;
2019-12-02;0500;0;911.4;1017.248559;911.5;911.3;-2.295;17;14.6;null;15.1;14.6;null;null;12.5;null;null;null;126;4.7;1.8;
2019-12-02;0600;0;911.5;1017.632802;911.5;911.2;-2.974;16;13.9;10.9;14.6;13.7;null;null;12.5;null;null;82;125;6.8;2.2;
2019-12-02;0700;0;912.1;1018.302664;912.1;911.5;-1.709;16;13.9;10.9;14.1;13.9;11.1;10.7;12.5;82;81;82;128;5.5;1.7;
2019-12-02;0800;0;912.3;1018.486885;912.3;912;33.071;16;14;11.7;14;13.8;11.7;10.9;12.5;86;82;86;105;5.5;1.9;
2019-12-02;0900;0;913.1;1019.184924;913.1;912.3;153.458;16;14.5;12;14.5;14;12.3;11.6;12.5;88;85;85;115;4.8;2;
2019-12-02;1000;0;913.7;1019.698983;913.7;913.1;371.853;16;14.9;11.9;15.1;14.4;12.3;11.5;12.7;85;81;82;131;4.4;1.1;
2019-12-02;1100;0;913.6;1019.007801;913.7;913.5;613.508;17;16.4;12.7;16.4;14.8;12.9;11.6;13.1;82;78;79;76;4;1;
2019-12-02;1200;0;913.3;1018.176145;913.6;913.3;1633.623;19;17.7;12.6;18.3;16.4;13.4;12.4;13.3;79;71;72;49;5.4;2.1;
2019-12-02;1300;0;913.1;1017.574098;913.3;913.1;1587.286;20;18.7;12.9;18.8;17.6;13.3;12.1;13.5;74;67;69;72;4.6;2.3;
2019-12-02;1400;0;912.8;1016.901045;913.1;912.8;1346.42;21;19.6;13;20.1;18;14.3;12.4;13.9;73;65;66;72;5;1.5;
2019-12-02;1500;0;912.5;1016.491881;912.8;912.5;1397.04;22;19.8;13.4;20;18.8;14;12.7;13.7;71;65;67;102;5;.7;
2019-12-02;1600;0;912;1015.934899;912.5;912;1259.736;23;19.8;13.6;20.2;19.3;14;13;13.8;68;65;68;34;4.7;1.3;
2019-12-02;1700;0;911.5;1015.377917;912;911.5;808.504;22;19.8;13.4;19.9;19.4;13.9;13.1;13.7;69;66;66;39;4.1;1.3;
2019-12-02;1800;0;911.1;1015.119622;911.5;911.1;685.872;23;19.3;13.7;20.4;19.3;14.1;13.3;13.4;70;65;70;100;4.8;2.2;
2019-12-02;1900;0;910.3;1014.003817;911.1;910.3;996.626;22;19.9;14.4;20.1;18.9;15;13.5;13.6;74;69;70;46;5.7;2.6;
2019-12-02;2000;0;910.3;1014.416089;910.3;910.1;819.069;23;18.8;14;20.2;18.7;14.6;13.6;13.1;73;69;73;56;5.6;2.1;
2019-12-02;2100;0;910.4;1015.476903;910.4;910.3;60.971;21;16.3;13.3;18.8;16.3;13.8;13.1;12.7;82;73;82;73;5.7;2;
2019-12-02;2200;0;910.9;1016.419435;910.9;910.4;-1.669;19;15.3;13.7;16.4;15.3;15.2;12.9;12.6;97;82;90;67;6.6;2.7;
2019-12-02;2300;0;911.2;1016.831515;911.3;910.9;-1.521;18;15.1;15.1;15.3;15;15.2;13.8;12.6;100;90;100;72;7.5;2.5;
2019-12-03;0000;0;911.7;null;911.7;911.2;-1.218;17;15;14.7;15.2;14.9;15.1;13.7;12.6;100;92;98;78;7.5;2.3;
2019-12-03;0100;0;912;1017.762996;912;911.7;-1.742;17;15;15;15.2;15;15.2;14.2;12.6;100;95;100;77;5.5;2.4;
2019-12-03;0200;0;911.5;1017.32134;912;911.5;-2.384;17;14.7;null;15.1;14.7;null;null;12.6;null;null;null;67;6.5;2.6;
2019-12-03;0300;0;911.1;1016.836114;911.5;911.1;-2.633;16;14.8;null;14.9;14.6;null;null;12.6;null;null;null;69;6.1;2.8;
2019-12-03;0400;0;910.7;1016.428463;911.1;910.7;-1.554;16;14.7;14.5;14.8;14.6;14.8;14;12.5;100;96;99;78;6.2;2.3;
2019-12-03;0500;0;910;1015.919177;910.7;910;-1.928;16;14;null;14.7;14;null;null;12.5;null;null;null;81;6.2;1.6;
2019-12-03;0600;0;910.1;1015.875211;910.2;910;-2.349;16;14.4;null;14.4;14;null;null;12.5;null;null;null;91;6.1;1.7;
2019-12-03;0700;0;910.6;1016.511111;910.6;910.1;-2.613;16;14.2;null;14.5;14.2;14.5;13.5;12.5;100;94;null;78;4.7;1;
2019-12-03;0800;0;911;1016.802104;911;910.5;47.687;16;14.6;14.4;14.6;14.1;null;null;12.5;null;null;99;85;3.9;1.4;
2019-12-03;0900;0;911.8;1017.578563;911.8;911;241.268;16;14.9;12.7;14.9;14.6;14.6;12.6;12.6;100;86;87;77;5.4;1.5;
2019-12-03;1000;0;912.2;1017.792729;912.2;911.8;458.912;17;15.5;12.3;15.7;14.8;13;12.2;12.8;87;81;81;65;5.2;2.1;
2019-12-03;1100;0;912.3;1017.328075;912.3;912.2;1117.891;18;17;12.5;17.7;15.5;13.6;12.2;13.1;82;73;75;70;5.1;1.7;
2019-12-03;1200;0;912.2;1017.178375;912.4;912.1;1072.596;19;17.1;12.5;17.8;17;13;12.3;13.1;76;72;75;76;6;1.9;
2019-12-03;1300;0;912.2;1016.911836;912.2;912.1;918.929;20;17.8;13.2;18.1;17;13.4;12.5;13.2;76;73;74;71;5.3;1.2;
2019-12-03;1400;0;911.8;1016.390047;912.2;911.7;1044.152;20;18;13;18.4;17.2;13.7;12.7;13.4;76;72;73;93;5.9;2.3;
2019-12-03;1500;0;911;1014.970698;911.8;911;1853.918;21;19.4;13.8;19.9;17.6;14.4;12.8;13.8;75;68;70;90;5.9;2.6;
2019-12-03;1600;0;910.3;1013.594793;911;910.2;2133.165;22;21;14.4;21.4;19.2;15;13.2;14.2;70;64;66;96;6.8;2.2;
2019-12-03;1700;0;909.7;1012.88971;910.3;909.6;2157.994;24;21.1;14.4;21.9;19.9;15.6;13.3;14;70;63;65;97;7.3;2.6;
2019-12-03;1800;0;909.1;1012.22165;909.7;909.1;1027.042;23;21.1;14.4;21.1;19.6;14.8;13.8;14;71;65;66;88;6.7;2.6;
2019-12-03;1900;0;908.8;1012.332933;909.1;908.7;1059.071;23;19.9;14.5;21.7;19.7;15.4;13.7;13.6;73;63;71;74;6.3;2.8;
2019-12-03;2000;0;909.2;1013.529623;909.2;908.8;387.442;22;17.9;14;19.9;17.9;14.6;13.8;13;78;71;78;85;6.5;2.6;
2019-12-03;2100;0;909.7;1014.581361;909.8;908.9;68.275;20;16.6;13.7;17.9;16.5;14;13.6;12.7;83;77;83;78;6.5;2.1;
2019-12-03;2200;0;910.5;1015.703547;910.5;909.7;-2.004;19;16;15;16.6;16;15.1;13.6;12.7;94;83;93;86;5.6;2.1;
2019-12-03;2300;0;911.1;1016.449799;911.1;910.4;-1.236;18;15.8;null;16.1;15.7;null;null;12.6;null;null;null;78;6.1;2.1;
2019-12-04;0000;0;911.7;null;911.7;911.1;-1.207;18;15.8;15.8;16.1;15.8;null;null;12.6;null;null;100;87;5.4;1.9;
2019-12-04;0100;0;911.5;1016.973121;912;911.5;-1.532;18;15.6;null;16;15.5;null;null;12.6;100;91;null;99;5.8;2.1;
2019-12-04;0200;0;911.5;1017.166293;911.9;911.5;-1.436;17;15.1;15.1;15.6;15.1;null;null;12.6;null;null;100;84;5;1.9;
2019-12-04;0300;0;910.7;1016.312238;911.5;910.4;-2.469;17;15;12.8;15.2;15;15;12.7;12.6;100;86;87;59;7.1;2.5;
2019-12-04;0400;0;910.3;1015.982025;911;910.3;-2.771;17;14.7;13;15;14.7;13;12.6;12.6;89;86;89;52;4.8;2.4;
2019-12-04;0500;0;909.8;1015.501526;910.3;909.7;-3.491;16;14.5;14.5;14.7;14.5;14.5;12.5;12.5;100;88;100;47;6.4;2.1;
2019-12-04;0600;0;910.1;1015.758806;910.3;909.8;-2.954;16;14.7;13.5;14.7;14.5;14.5;12.8;12.5;100;89;92;49;4.2;1.7;
2019-12-04;0700;0;910;1015.802443;910.3;909.7;-2.228;16;14.3;14.2;14.7;14.2;14.4;13.4;12.5;100;93;99;40;4.8;2.2;
2019-12-04;0800;0;910.4;1016.093635;910.4;910;46.358;16;14.7;11.7;14.7;14.2;14.2;11.7;12.5;99;82;82;48;5.9;1.3;
2019-12-04;0900;0;911.1;1016.719923;911.1;910.4;320.969;16;15.1;11.9;15.3;14.6;12;11.4;12.7;82;80;81;28;4.2;1.6;
2019-12-04;1000;0;911.6;1017.007613;911.7;911;475.091;17;15.8;12.5;15.8;15.1;12.6;12;12.7;82;80;80;46;3.9;1.8;
2019-12-04;1100;1.2;912.3;1017.827109;912.4;911.6;250.406;17;15.7;null;16.1;15.5;15.4;12.1;12.6;100;80;null;42;3.3;.2;
2019-12-04;1200;0;912.6;1017.777393;912.8;912.2;466.265;17;16.7;null;16.7;15.5;null;null;13;null;null;null;88;1.9;.7;
2019-12-04;1300;0;911.7;1016.430415;912.6;911.7;1000.855;19;17.6;14.5;18;16.5;16.4;13.6;13.3;99;80;82;69;3.9;1.4;
2019-12-04;1400;0;911.2;1015.043728;911.7;911.2;2224.783;21;19.8;14.6;20.7;17.6;15.7;14.2;13.3;83;69;72;77;4.4;1.5;
2019-12-04;1500;0;910.4;1013.558187;911.3;910.4;1781.352;23;21.4;15.2;21.4;19.7;15.6;14.2;13.8;73;67;68;63;3.9;1.3;
2019-12-04;1600;0;909.8;1012.816431;910.5;909.8;1542.645;24;21.6;15.6;21.9;21.4;15.9;14.5;14;69;64;69;91;3.8;1.7;
2019-12-04;1700;0;909.2;1011.964651;909.8;909.2;1168.633;24;22.1;16;22.1;21.2;16.1;15.2;13.8;69;66;68;56;4.6;1.5;
2019-12-04;1800;0;908.2;1010.522718;909.2;908.2;1727.376;25;23;16.1;23.1;22.1;16.6;15.3;13.8;68;63;65;58;4.9;1.3;
2019-12-04;1900;0;908;1010.519172;908.2;907.8;1102.931;26;22.4;16;23.9;22.3;16.5;15.6;13.4;68;62;67;67;4.6;1.4;
2019-12-04;2000;0;908.1;1010.960743;908.2;907.9;676.667;25;21.5;16;22.7;21.5;16.6;15.9;13.1;71;67;71;53;5.6;2.1;
2019-12-04;2100;0;908.7;1012.147063;908.7;908.1;66.039;24;20.1;16.2;21.5;20.1;16.3;16;12.7;78;71;78;60;4.4;2;
2019-12-04;2200;0;909;1013.004989;909;908.6;-3.202;22;18.7;15.7;20.1;18.7;16.2;15.6;12.7;82;78;82;74;4.8;1.9;
2019-12-04;2300;0;909;1013.117916;909.1;908.8;-3.451;21;18.4;18.3;18.7;18.3;18.3;15.7;12.7;100;82;100;47;4.3;1.6;
2019-12-05;0000;0;909.4;null;909.4;909;-1.495;20;18;null;18.4;18;null;null;12.6;null;null;null;41;4.1;1.5;
2019-12-05;0100;0;909.4;1013.790423;909.5;909.1;-3.336;20;17.8;null;18;17.7;null;null;12.6;null;null;null;52;3.7;.4;
2019-12-05;0200;0;908.6;1012.936435;909.4;908.6;-2.383;19;17.7;null;17.8;17.7;null;null;12.6;null;null;null;39;2.5;.7;
2019-12-05;0300;0;908.4;1012.713468;908.7;908.3;-1.844;19;17.7;null;17.8;17.6;null;null;12.6;null;null;null;10;2.4;.9;
2019-12-05;0400;0;907.7;1011.819747;908.4;907.7;-2.455;19;18;null;18.1;17.7;null;null;12.6;null;null;null;36;1.8;.1;
2019-12-05;0500;0;907.2;1011.074147;907.8;907.2;-2.303;19;18.5;null;18.5;18;null;null;12.6;null;null;null;276;2.2;1.3;
2019-12-05;0600;0;907;1010.776155;907.2;906.9;-2.833;20;18.7;null;18.8;18.5;null;null;12.5;null;null;null;356;3;.9;
2019-12-05;0700;0;907.2;1010.999038;907.3;906.9;-3.289;20;18.7;null;18.7;18.6;null;null;12.5;null;null;null;261;4.1;2;
2019-12-05;0800;3.2;907.6;1011.444805;907.6;907;24.328;20;18.7;null;18.8;18.7;null;null;12.5;null;null;null;279;5.4;2.4;
2019-12-05;0900;2.4;907.3;1010.811095;907.7;907.3;252.768;20;19.5;null;19.5;18.6;null;null;12.6;null;null;null;312;5.5;2;
2019-12-05;1000;1;907.4;1010.810666;907.7;907.3;304.242;20;19.8;null;19.8;19.4;null;null;12.7;null;null;null;334;5.7;1.6;
2019-12-05;1100;0;907.4;1010.51361;907.4;907.3;619.595;21;20.6;null;20.6;19.7;null;null;13;null;null;null;320;5.7;1.7;
2019-12-05;1200;0;907.3;1010.070127;907.5;907.3;867.178;22;21.5;19.5;21.7;20.6;null;null;13.1;null;null;88;304;6.7;2.2;
2019-12-05;1300;0;907.3;1010.033356;907.5;907.3;777.103;23;21.6;18.6;21.7;21.1;19.5;18.2;13.1;89;82;83;309;6.8;2.9;
2019-12-05;1400;0;907.1;1009.737265;907.6;907;1002.504;23;21.8;18.1;22.3;21.6;19.2;18.1;13.1;84;80;80;291;9;3.2;
2019-12-05;1500;0;906.5;1009.069376;907.3;906.5;677.715;23;21.8;18.4;21.9;21.6;18.5;18;13;81;80;81;274;7.2;2.9;
2019-12-05;1600;.2;905.9;1008.658665;906.5;905.9;514.952;23;21.1;18.7;21.8;21;18.7;18.1;13.2;86;81;86;268;6.8;3.3;
2019-12-05;1700;0;904.9;1006.669765;905.9;904.9;1837.51;24;23.5;17.9;23.5;21.1;20.2;17.8;13.8;94;70;71;264;6.8;3.3;
2019-12-05;1800;0;904.5;1005.97235;904.9;904.4;1804.162;25;24.2;17.1;24.4;23.4;18;17;13.7;71;64;65;254;6.8;2.9;
2019-12-05;1900;0;904.7;1005.836258;904.7;904.4;1253.891;26;25.2;16.8;25.3;23.8;17.7;16.3;13.6;66;59;60;264;7.4;3.6;
2019-12-05;2000;0;904.9;1006.56138;904.9;904.6;692.527;26;23.8;16.4;25.4;23.8;17;16;12.9;63;58;63;268;6.8;1.9;
2019-12-05;2100;.8;905.8;1008.547322;905.8;904.9;26.884;25;21.1;17.2;23.8;21;18.1;16.5;12.7;79;63;79;159;3.4;.9;
2019-12-05;2200;13.2;906.5;1009.957121;906.5;905.8;-.4;23;19.4;null;21.1;19.4;null;null;12.7;null;null;null;99;4.8;1.6;
2019-12-05;2300;6.6;907.4;1011.485335;907.4;906.5;.068;21;18;null;19.4;17.9;null;null;12.7;null;null;null;120;5.9;1.3;
2019-12-06;0000;0;908.2;null;908.2;907.4;-.658;20;17.4;null;18.1;17.4;null;null;12.6;null;null;null;121;5.6;1.3;
2019-12-06;0100;0;908.1;1012.835048;908.3;908.1;.217;20;16.5;null;17.5;16.5;null;null;12.6;null;null;null;97;5.6;1.9;
2019-12-06;0200;0;907.7;1012.42708;908.1;907.7;-.709;19;16.4;null;16.6;16.3;null;null;12.6;null;null;null;74;5;1.8;
2019-12-06;0300;0;907.1;1011.834219;907.7;907.1;-.797;18;16.2;null;16.4;16.1;null;null;12.6;null;null;null;92;4.9;1.8;
2019-12-06;0400;0;906.8;1011.537792;907.1;906.8;-.625;18;16.1;null;16.2;16;null;null;12.5;null;null;null;104;4.3;.9;
2019-12-06;0500;0;906.8;1011.652593;906.9;906.6;.173;18;15.8;null;16.1;15.8;null;null;12.5;null;null;null;98;4;1.1;
2019-12-06;0600;0;907.1;1011.948974;907.1;906.8;.95;18;15.9;null;16;15.8;null;null;12.5;null;null;null;94;3.7;.9;
2019-12-06;0700;0;907.4;1012.28365;907.4;907.1;.881;18;15.9;null;16;15.8;null;null;12.5;null;null;null;82;2.9;.4;
2019-12-06;0800;0;907.9;1012.726587;908;907.4;19.269;18;16.2;null;16.2;15.9;null;null;12.5;null;null;null;94;2.5;1;
2019-12-06;0900;0;908.7;1013.351696;908.7;907.9;257.919;18;16.9;null;17;16.2;null;null;12.5;null;null;null;113;2.2;.7;
2019-12-06;1000;0;908.9;1013.308768;909.1;908.7;329.682;18;17.6;17.2;17.7;16.7;null;null;12.7;null;null;97;74;3.5;1.3;
2019-12-06;1100;0;909.2;1013.416261;909.2;908.8;550.775;19;18.2;14.8;18.3;17.5;17.2;14.7;12.9;97;80;80;44;4;1.7;
2019-12-06;1200;0;909.2;1013.340824;909.3;909.2;757.544;20;18.4;15.2;18.6;18.1;15.5;14.3;13.2;82;78;82;38;4.1;1.6;
2019-12-06;1300;0;909.5;1013.336952;909.5;909.2;1014.463;21;19.3;15.2;19.9;18.4;15.8;14.7;13.1;82;75;77;315;4.1;.5;
2019-12-06;1400;.4;909.3;1012.629519;909.7;909.3;1670.399;22;20.6;16.3;20.7;19.3;17;15;13.4;80;73;76;89;2.6;1.1;
2019-12-06;1500;0;908.3;1010.633984;909.3;908.3;2747.602;24;23;15.8;23.6;20.1;17.5;14.6;14;76;60;64;119;2.7;.3;
2019-12-06;1600;0;907.6;1009.564713;908.3;907.5;2296.78;25;23.8;13.5;24.8;22.8;16;12.9;13.7;64;50;53;159;3.7;.4;
2019-12-06;1700;0;907;1008.752815;907.6;907;2080.523;26;24.2;11.8;25.7;23.7;13.9;11.7;13.6;54;43;46;211;6.2;1.7;
2019-12-06;1800;0;906.4;1007.654764;907;906.3;1886.984;27;25.4;10.4;26.2;24.2;13.5;9.3;13.8;48;36;39;237;7.3;3.5;
2019-12-06;1900;0;906.5;1008.304992;906.5;906.3;2137.414;28;23.9;15.7;26.9;23.8;16.6;8.9;13.7;63;33;60;102;6.4;2.7;
2019-12-06;2000;0;907;1009.589271;907;906.4;826.698;27;21.9;15.4;23.9;21.9;16.3;15.3;13;68;60;66;83;6.2;2.1;
2019-12-06;2100;0;907.9;1011.629122;907.9;907;190.379;25;19.1;15.1;21.9;19.1;15.6;15.1;12.7;78;66;78;106;4.6;1.5;
2019-12-06;2200;0;908.8;1012.970412;908.8;907.9;-2.816;22;18.2;null;19.1;18.1;18.4;15;12.7;100;78;null;43;4.2;2.2;
2019-12-06;2300;0;909.4;1013.8283;909.4;908.8;-1.781;21;17.7;null;18.3;17.6;null;null;12.6;null;null;null;89;4.4;1.1;
2019-12-07;0000;0;910.1;null;910.1;909.4;-1.132;20;16.9;null;17.8;16.8;null;null;12.6;null;null;null;96;4.3;1.1;
2019-12-07;0100;0;910.2;1015.139008;910.3;910.1;-1.279;19;16.6;null;17;16.6;null;null;12.6;null;null;null;107;3.2;1.2;
2019-12-07;0200;0;910.2;1015.17725;910.3;910.1;-2.003;19;16.5;14.3;16.7;16.4;null;null;12.6;null;null;87;118;3;.6;
2019-12-07;0300;0;909.7;1014.543167;910.2;909.7;-2;19;16.7;14.2;16.8;16.5;15;14.2;12.6;89;86;86;43;2.1;.2;
2019-12-07;0400;0;909.8;1014.578379;909.8;909.7;-2.725;18;16.9;14.2;17;16.6;14.8;14;12.6;88;83;84;57;1.7;.5;
2019-12-07;0500;0;910.1;1014.951084;910.1;909.8;-3.346;18;16.8;14.8;16.9;16.8;14.8;14.1;12.6;88;84;88;94;2.2;.6;
2019-12-07;0600;0;910.1;1015.334169;910.1;910;-3.54;18;15.8;null;16.8;15.8;null;null;12.5;null;null;null;82;2.2;.4;
2019-12-07;0700;0;910.4;1015.938775;910.4;910.1;-3.54;17;15.1;null;15.9;15.1;null;null;12.5;null;null;null;151;1.5;0;
2019-12-07;0800;0;910.9;1016.342246;910.9;910.4;54.989;16;15.5;null;15.9;14.7;null;null;12.5;null;null;null;136;.9;.1;
2019-12-07;0900;0;911.3;1015.605858;911.3;910.9;754.73;17;18.6;14.4;18.6;15.5;null;null;12.8;null;null;77;118;1.9;.7;
2019-12-07;1000;0;911.8;1015.674701;911.8;911.3;1626.217;19;19.9;12.4;20.4;18.3;14.7;12.4;13.3;77;62;62;104;2.3;.7;
2019-12-07;1100;0;912.1;1015.376859;912.1;911.8;2463.847;21;21.6;12;21.8;19.9;13.5;11.2;13.7;65;52;54;107;3.6;1.1;
2019-12-07;1200;0;912.3;1015.048066;912.3;912.1;3085.142;23;23.1;12.3;23.1;21.3;13;11.1;14.1;56;49;51;126;5.1;1.4;
2019-12-07;1300;0;912.2;1014.536183;912.4;912.2;3743.076;25;24.2;10.9;24.6;22.7;13.3;9.7;14.2;52;41;43;54;4.3;1.8;
2019-12-07;1400;0;911.6;1013.363815;912.2;911.6;3868.62;27;25.6;8.1;26.1;23.7;11.3;8.1;14.1;44;33;33;65;5.6;2.5;
2019-12-07;1500;0;911.2;1013.098887;911.5;911.1;3048.637;28;25.1;10;26;24.2;10.6;7.6;14.4;41;33;39;91;5.7;1.4;
2019-12-07;1600;0;910.7;1012.506997;911.2;910.7;3757.935;29;25.2;10.4;26.9;25.1;11.1;7.7;13.8;40;32;39;98;6.8;3.1;
2019-12-07;1700;0;910.3;1011.88286;910.7;910.2;2260.689;29;25.7;9.8;26.5;24.3;11.9;9.4;14.1;42;35;37;97;6.5;2.9;
2019-12-07;1800;0;909.8;1011.72241;910.3;909.8;2154.429;29;24.6;11.4;26.8;24.2;12;9.4;13.7;45;35;44;84;8.7;2.7;
2019-12-07;1900;0;910;1012.416131;910.1;909.8;889.738;28;23.3;12.8;24.6;22.5;12.9;11.5;13.4;54;44;52;90;9.1;3.5;
2019-12-07;2000;0;910.3;1013.409938;910.3;910;674.687;26;21.5;12.2;23.4;21.4;12.7;11.9;12.9;56;50;55;103;7.3;2.7;
2019-12-07;2100;0;910.4;1014.377214;910.5;910.3;189.624;24;19.2;9.3;21.5;19.2;11.8;5.8;12.7;55;38;53;96;7.8;3.3;
2019-12-07;2200;0;910.8;1015.313221;910.8;910.4;-3.473;22;17.9;11.4;19.1;17.9;11.8;9.2;12.7;66;53;66;74;6.4;2.8;
2019-12-07;2300;0;911.4;1016.248183;911.4;910.8;-3.54;20;17.2;12.3;17.9;17.1;12.3;11.4;12.6;73;66;73;72;6.8;2.6;
2019-12-08;0000;0;911.9;null;911.9;911.4;-3.54;19;16.8;12.3;17.2;16.8;12.4;12.3;12.6;75;73;75;70;5.8;2.4;
2019-12-08;0100;0;912.2;1017.446274;912.2;912;-3.48;18;16.4;12.1;16.8;16.4;12.3;11.8;12.6;76;73;76;73;4.8;1.5;
2019-12-08;0200;0;912;1017.376864;912.2;911.9;-3.54;18;16;11.9;16.4;16;12;11.8;12.6;77;75;76;74;5.4;1.4;
