Nome: CURITIBA
Codigo Estacao: A807
Latitude: -25.448688
Longitude: -49.230602
Altitude: 922.91
Situacao: Operante
Data Inicial: 2019-12-01
Data Final: 2020-08-01
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL. HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR. AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(W/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO. HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR. HORARIA(%);VENTO. DIRECAO HORARIA (gr)(° (gr));VENTO. RAJADA MAXIMA(m/s);VENTO. VELOCIDADE HORARIA(m/s);
2020-04-21;0200;0;916.1;1022.066661;916.2;916;-3.32;17;15.7;null;16;15.6;null;null;12.6;null;null;null;65;4.4;.6;
2020-04-21;0300;0;915.9;1021.959819;916.2;915.9;-3.204;17;15.4;null;15.7;15.4;null;null;12.6;null;null;null;44;2.8;.1;
2020-04-21;0400;0;915.5;1021.785723;915.9;915.5;-3.108;17;14.7;null;15.5;14.7;null;null;12.6;null;null;null;44;2.9;.1;
2020-04-21;0500;0;915.1;1021.691193;915.5;915.1;-3.54;16;13.8;null;14.8;13.7;null;null;12.6;null;null;null;52;2;0;
2020-04-21;0600;0;915;1021.461996;915.1;915;-2.276;15;14.1;null;14.2;13.4;null;null;12.5;null;null;null;350;2;.6;
2020-04-21;0700;0;915;1021.776036;915.1;914.9;-1.826;15;13.3;null;14.1;13.3;null;null;12.5;null;null;null;214;2.9;0;
2020-04-21;0800;0;915.4;1021.986908;915.4;914.9;-2.07;15;13.9;null;13.9;13;null;null;12.5;null;null;null;67;1.4;.2;
2020-04-21;0900;0;915.7;1022.400351;915.7;915.4;28.154;15;13.7;null;13.9;13.6;null;null;12.5;null;null;null;14;1.7;0;
2020-04-21;1000;0;916.2;1022.762442;916.2;915.7;294.392;15;14.2;null;14.5;13.5;null;null;12.7;null;null;null;343;2.8;.8;
2020-04-21;1100;0;916.6;1022.008078;916.6;916.2;1094.528;16;17.3;13;17.3;14.2;null;null;13.5;null;null;76;44;3;1.2;
2020-04-21;1200;0;916.5;1021.401041;916.6;916.5;2026.44;19;18.6;13.1;18.6;16.3;13.3;11.9;13.9;77;68;71;22;3.1;1.3;
2020-04-21;1300;0;915.8;1019.793473;916.5;915.8;2695.898;22;20.8;11.4;21;17.9;13.3;11.4;14.1;71;55;55;3;3.1;.8;
2020-04-21;1400;0;914.9;1018.419825;915.8;914.9;2927.279;24;21.8;9.8;22.6;20.5;11.8;9.3;14.2;55;45;47;255;4.8;1.5;
2020-04-21;1500;0;914.2;1016.869744;915;914.2;2761.984;25;23.9;9.7;24;21;10.5;8.7;14.3;48;40;41;241;5.3;2.2;
2020-04-21;1600;0;913.5;1016.09113;914.2;913.4;2619.523;26;23.9;7.7;24.9;22.6;10;7.6;14.2;41;34;36;248;5.5;2.2;
2020-04-21;1700;0;913;1015.353363;913.5;913;2693.79;28;24.4;7.3;25.4;23.4;9.5;7.1;14.1;38;33;33;227;4.8;1.8;
2020-04-21;1800;0;912.8;1015.567805;913;912.8;1580.821;28;23.2;7;25.6;23.2;8.5;6.9;13.7;36;32;35;221;4.4;1.7;
2020-04-21;1900;0;912.8;1015.677604;912.8;912.8;491.936;27;22.9;8.7;23.9;22.2;8.7;7.1;13.4;41;35;40;189;4;1.2;
2020-04-21;2000;0;913.1;1017.272799;913.1;912.8;152.647;25;19.5;13.1;22.9;19.5;13.1;8.4;12.7;67;40;67;105;5.3;2.3;
2020-04-21;2100;0;913.7;1018.622078;913.7;913.1;-3.54;22;17.7;12.3;19.5;17.7;13.1;12.3;12.7;70;67;70;95;4.8;1;
2020-04-21;2200;0;914.2;1019.638587;914.2;913.7;-3.54;20;16.5;13.2;17.8;16.5;13.2;12.3;12.7;80;70;80;66;3.2;.5;
2020-04-21;2300;0;914.8;1020.500389;914.8;914.2;-3.54;18;16;13.4;16.5;16;13.6;13.2;12.6;85;80;85;63;4.5;1.3;
2020-04-22;0000;0;914.8;null;914.9;914.8;-3.54;17;15.1;null;16;15.1;15.4;13.4;12.6;100;85;null;52;4.7;.6;
2020-04-22;0100;0;915.1;1021.417286;915.1;914.8;-3.54;17;14.5;null;15.2;14.4;null;null;12.6;null;null;null;161;1.9;0;
2020-04-22;0200;0;915;1021.383775;915.1;914.9;-3.344;16;14.3;null;14.7;14.1;null;null;12.6;null;null;null;3;.8;0;
2020-04-22;0300;0;914.7;1021.087978;915.1;914.7;-3.489;15;14.2;null;14.4;14.1;null;null;12.6;null;null;null;24;2;.2;
2020-04-22;0400;0;914.1;1020.45728;914.7;914.1;-.512;16;14.1;null;14.3;14;null;null;12.6;null;null;null;36;2.6;.8;
2020-04-22;0500;0;914;1020.384756;914.1;913.9;.188;16;14;null;14.2;14;null;null;12.5;null;null;null;30;2.1;.3;
2020-04-22;0600;0;913.8;1020.278957;914;913.8;-.54;16;13.7;null;14;13.6;null;null;12.5;null;null;null;3;2.3;.1;
2020-04-22;0700;0;913.8;1020.357421;913.9;913.7;-2.601;15;13.5;null;13.8;13.5;null;null;12.5;null;null;null;14;2.2;.1;
2020-04-22;0800;0;914.1;1020.968032;914.1;913.8;-3.54;15;12.8;null;13.5;12.8;null;null;12.5;null;null;null;147;1.1;0;
2020-04-22;0900;0;914.8;1021.631478;914.8;914.1;36.137;14;13.1;null;13.1;12.5;null;null;12.6;null;null;null;119;1.1;.1;
2020-04-22;1000;0;915.2;1021.217551;915.2;914.8;466.833;14;15.3;12.3;15.7;13.1;null;null;13.3;null;null;83;296;1.5;.1;
2020-04-22;1100;0;915.6;1020.931354;915.6;915.2;1447.507;17;17.2;12.3;17.8;15.3;13.4;11.9;13.7;83;72;73;179;1.6;.3;
2020-04-22;1200;0;915.8;1020.092848;915.8;915.6;2171.245;20;20;12;20;17.2;13.2;11.6;14.1;74;59;60;46;3.3;.8;
2020-04-22;1300;0;915.5;1019.646253;915.8;915.5;2715.513;23;20.3;10.2;21.3;19.3;12;10.1;14.3;60;50;52;106;4.1;1.3;
2020-04-22;1400;0;914.6;1017.717198;915.5;914.6;3016.506;24;22.8;8.1;22.8;20.3;11.7;7.7;14.2;54;38;39;56;5;1.4;
2020-04-22;1500;0;913.8;1016.717004;914.6;913.8;3053.261;26;23.1;6.1;23.9;22.3;8.5;3.3;14.1;39;27;33;32;5.3;.9;
2020-04-22;1600;0;913;1015.317117;913.8;913;2833.61;28;24.5;7.9;25;22.8;8.2;5.2;14.1;36;30;35;144;5.2;1.3;
2020-04-22;1700;0;912.6;1014.799908;913;912.6;2350.702;29;24.7;6.8;25.1;23.2;8.3;5.9;14;35;31;32;77;4.8;1.5;
2020-04-22;1800;0;912.6;1015.12644;912.6;912.5;1681.864;29;23.8;9;24.9;23.4;9.5;6.7;13.9;40;32;39;125;5.7;1.6;
2020-04-22;1900;0;912.7;1016.081786;912.7;912.5;862.44;28;21.5;10.2;23.8;21.5;10.2;8.9;13.6;49;39;49;93;6.3;2.8;
2020-04-22;2000;0;913;1017.311806;913;912.7;148.716;25;19.1;11;21.5;19.1;11;10.2;12.8;59;49;59;77;6.3;2.3;
2020-04-22;2100;0;913.4;1018.401927;913.4;913;-3.54;22;17.4;12.2;19.1;17.4;12.3;11;12.7;71;59;71;85;5.1;1.1;
2020-04-22;2200;0;913.7;1019.119338;913.7;913.4;-3.54;20;16.4;12.6;17.4;16.4;12.6;12.2;12.7;78;71;78;89;4.4;1;
2020-04-22;2300;0;914.1;1019.796686;914.1;913.7;-3.54;18;15.8;13.3;16.4;15.8;13.3;12.6;12.6;85;78;85;87;4.1;1.5;
2020-04-23;0000;0;914.2;null;914.2;914.1;-3.54;17;15.1;null;15.9;15;15.3;13.3;12.6;100;85;null;65;4.2;.6;
2020-04-23;0100;0;914.3;1020.407485;914.4;914.2;-3.54;16;14.8;null;15;14.7;null;null;12.6;null;null;null;53;3.2;1.4;
2020-04-23;0200;0;914.3;1020.68055;914.4;914.3;-3.54;16;14.1;null;14.8;14.1;null;null;12.6;null;null;null;50;3.2;1.2;
2020-04-23;0300;0;914.3;1020.994349;914.4;914.2;-3.54;15;13.3;null;14.1;13.3;null;null;12.6;null;null;null;60;2.4;.1;
2020-04-23;0400;0;913.8;1020.672438;914.3;913.8;-3.54;14;12.7;null;13.3;12.7;null;null;12.6;null;null;null;56;1.9;.1;
2020-04-23;0500;0;913.6;1020.567632;913.8;913.5;-3.449;14;12.4;null;12.7;12.3;null;null;12.5;null;null;null;91;1.2;0;
2020-04-23;0600;0;913.4;1020.344216;913.6;913.3;-2.163;14;12.4;null;12.7;12.3;null;null;12.5;null;null;null;2;1.7;.2;
2020-04-23;0700;0;913.5;1020.416371;913.5;913.3;-.814;14;12.5;null;12.6;12.4;null;null;12.5;null;null;null;134;1.8;0;
2020-04-23;0800;0;913.8;1020.751483;913.8;913.4;-.319;14;12.5;null;12.7;12.4;null;null;12.5;null;null;null;83;1.9;.1;
2020-04-23;0900;0;914.6;1021.526487;914.6;913.8;18.421;14;12.8;null;12.8;12.5;null;null;12.4;null;null;null;75;1.6;0;
2020-04-23;1000;0;915.6;1022.762155;915.6;914.6;202.946;14;12.5;null;12.9;12.2;null;null;12.5;null;null;null;7;2.1;.4;
2020-04-23;1100;0;915.9;1022.820485;916;915.6;634.784;15;13.2;null;13.6;12.3;null;null;13.2;null;null;null;42;2.2;.6;
2020-04-23;1200;0;915.9;1021.304181;916;915.8;1971.381;17;17.1;12;17.5;13.2;null;null;13.7;null;null;72;87;3.3;.8;
2020-04-23;1300;0;915.8;1020.393951;916;915.8;2696.866;20;19.2;12.1;19.2;16.9;13;11.3;14.2;73;63;63;105;3.5;1.2;
2020-04-23;1400;0;915;1018.902629;915.9;915;2968.072;22;20.8;10.3;21.3;19;12.1;9.1;14.3;63;47;51;81;5.2;1.4;
2020-04-23;1500;0;914.3;1017.567327;915;914.3;3010.402;24;22.3;7.3;22.5;20.5;10.7;6.2;14.2;51;37;38;30;5.8;1.5;
2020-04-23;1600;0;913.6;1016.457873;914.3;913.6;2824.914;26;23.2;5.4;23.8;21.8;7.7;5.2;14.2;40;31;32;115;5.3;1.6;
2020-04-23;1700;0;913.2;1015.793847;913.7;913.2;2367.262;27;23.8;5.8;24.1;22.6;6.3;4.7;14.1;34;30;31;110;4.6;1.3;
2020-04-23;1800;0;913.5;1016.603374;913.5;913.2;1693.346;28;22.5;6.6;24;22.3;7.1;4.9;14;37;30;36;120;4.4;1.9;
2020-04-23;1900;0;913.8;1017.529143;913.8;913.4;876.799;27;20.9;8.7;22.7;20.9;9;6.9;13.6;46;36;45;101;5.6;2.7;
2020-04-23;2000;0;914;1018.766457;914;913.7;153.685;24;18.2;10.7;21;18.2;10.9;8.8;12.8;61;45;61;86;5.6;1.7;
2020-04-23;2100;0;914.2;1019.677026;914.2;913.9;-3.54;21;16.4;11.7;18.2;16.4;11.7;10.5;12.7;74;61;74;89;5.3;1.7;
2020-04-23;2200;0;914.4;1020.324878;914.4;914.2;-3.54;19;15.3;12.1;16.4;15.3;12.1;11.7;12.7;81;74;81;94;4.5;1.5;
2020-04-23;2300;0;915;1021.227675;915;914.4;-3.54;17;14.7;12;15.3;14.6;12.1;12;12.6;84;81;84;76;3.6;1.1;
2020-04-24;0000;0;915.1;null;915.2;915;-3.54;16;14.3;12.1;14.7;14.2;12.1;11.8;12.6;87;84;87;97;3.6;1.5;
2020-04-24;0100;0;915.1;1021.534502;915.2;915;-3.54;15;14.2;11.1;14.3;14.1;12.1;11;12.6;87;81;81;91;4.9;1.4;
2020-04-24;0200;0;915.3;1022.071675;915.4;915.1;-3.54;15;13.4;11.9;14.3;13.4;11.9;11.1;12.6;90;81;90;89;4;.5;
2020-04-24;0300;0;915.1;1022.045437;915.4;915.1;-3.54;14;12.9;12.1;13.5;12.9;13.3;12;12.6;100;90;95;105;2.7;.1;
2020-04-24;0400;0;914.9;1021.901087;915.1;914.6;-3.54;14;12.7;12.7;13.4;12.5;13.3;11;12.5;100;87;100;60;3.8;.2;
2020-04-24;0500;0;914.6;1022.082342;914.9;914.6;-3.54;13;11.4;null;12.7;11.4;null;null;12.5;null;null;null;1;1.4;0;
2020-04-24;0600;0;914.6;1022.002581;914.7;914.6;-3.54;12;11.6;null;11.6;11.1;null;null;12.5;null;null;null;59;.9;0;
2020-04-24;0700;0;914.7;1022.114324;914.7;914.5;-3.54;12;11.6;null;11.7;11.2;null;null;12.5;null;null;null;51;1.3;0;
2020-04-24;0800;0;914.9;1022.417597;914.9;914.6;-3.54;12;11.4;null;11.8;11.2;null;null;12.4;null;null;null;54;1.5;.1;
2020-04-24;0900;0;915.7;1023.391587;915.7;914.9;30.742;12;11.2;null;11.4;11;null;null;12.5;null;null;null;5;2.2;.5;
2020-04-24;1000;0;916.3;1023.070265;916.3;915.7;397.117;12;13.7;null;13.7;11.2;null;null;13.3;null;null;null;59;3.5;1.6;
2020-04-24;1100;0;916.7;1021.966574;916.7;916.3;1417.694;15;17.7;12.8;17.8;13.8;14.6;12.3;13.8;100;73;73;57;5.5;2.3;
2020-04-24;1200;0;916.8;1021.169173;916.8;916.7;2158.875;19;20.1;12.4;20.3;17.7;13.4;12.2;14.2;73;61;61;38;8.9;3.1;
2020-04-24;1300;0;916.4;1020.089549;916.9;916.4;2649.066;22;21.8;12;22.7;20.1;13.2;12;14.3;61;53;54;38;8.1;3;
2020-04-24;1400;0;915.8;1018.905561;916.4;915.8;2915.493;24;23.2;12.9;23.2;21.5;13.2;11.9;14.3;56;52;52;46;7.3;2.9;
2020-04-24;1500;0;915;1017.759589;915.8;915;2915.824;26;23.9;12.6;24.4;22.2;13.3;11.7;14.2;53;47;49;11;7.3;3.2;
2020-04-24;1600;0;914.3;1016.690287;915;914.3;2649.421;27;24.7;12.7;24.9;23;13;11.5;14.1;51;45;47;44;6.7;2.3;
2020-04-24;1700;0;913.9;1015.884594;914.3;913.9;2269.882;28;25.7;8;26.3;24.5;12.7;7.5;14;48;31;33;358;6;2.2;
2020-04-24;1800;0;913.9;1016.100827;914;913.9;1611.838;29;25.1;9.9;25.9;24.7;9.9;8.1;13.9;38;33;38;320;5.1;1.5;
2020-04-24;1900;0;914;1017.123029;914;913.9;801.199;28;22.6;14.7;25.4;22.6;14.9;9.5;13.6;61;38;61;72;6.5;2.3;
2020-04-24;2000;0;914.5;1018.907798;914.5;914;132.549;26;19.3;15.1;22.6;19.3;15.1;14.6;12.7;76;61;76;81;5.9;2;
2020-04-24;2100;0;915;1019.995166;915;914.5;-3.54;22;17.9;null;19.3;17.9;17.9;15.1;12.7;100;76;null;86;5.4;1.6;
2020-04-24;2200;0;915.5;1020.476415;915.5;915;-3.042;21;18.1;null;18.1;17.8;null;null;12.7;null;null;null;49;4.9;2.1;
2020-04-24;2300;0;916.1;1021.107168;916.1;915.5;-3.012;20;18.2;17.2;18.3;18;null;null;12.7;null;null;94;63;4.8;1.8;
2020-04-25;0000;0;916.4;null;916.4;916.1;-3.307;20;18.2;null;18.2;17.9;null;null;12.6;null;null;null;68;3.9;.9;
2020-04-25;0100;0;916.4;1021.479614;916.5;916.3;-2.11;20;18.1;null;18.2;18.1;null;null;12.6;null;null;null;80;5;2;
2020-04-25;0200;0;916.6;1021.893296;916.6;916.4;-3.084;20;17.6;null;18.1;17.6;null;null;12.6;null;null;null;78;6;2.8;
2020-04-25;0300;0;916.4;1021.708546;916.6;916.4;-3.421;19;17.5;null;17.6;17.2;null;null;12.6;null;null;null;71;5.8;1.8;
2020-04-25;0400;0;916.1;1021.450579;916.4;916.1;-2.483;19;17.3;null;17.6;17.3;null;null;12.6;null;null;null;55;4.6;2.4;
2020-04-25;0500;0;915.6;1020.969656;916.1;915.6;-3.005;19;17.1;null;17.3;17;null;null;12.6;null;null;null;52;5;1.5;
2020-04-25;0600;0;915.5;1020.896474;915.6;915.5;-2.594;18;17;null;17.1;16.8;null;null;12.5;null;null;null;40;4;1.3;
2020-04-25;0700;0;915.8;1021.231011;915.8;915.5;-1.452;18;17;14.2;17.1;16.9;16.9;14.2;12.5;100;84;84;56;5.1;2;
2020-04-25;0800;0;916.3;1021.788573;916.3;915.7;-1.572;18;17;14.2;17.2;17;14.5;14.1;12.5;85;83;84;19;5.1;.6;
2020-04-25;0900;0;917;1022.722995;917;916.3;14.874;18;16.6;13.6;17;16.6;14.2;13.5;12.5;84;82;82;4;4.4;2;
2020-04-25;1000;0;917.4;1023.053644;917.4;917;184.141;18;16.9;13.7;16.9;16.4;13.8;13.4;12.6;83;81;82;14;4.4;1.8;
2020-04-25;1100;0;917.5;1022.288109;917.5;917.4;1321.118;20;19.2;13.5;19.9;16.8;14.3;13.3;13.4;82;69;70;6;4.6;1.4;
2020-04-25;1200;0;917.7;1021.759873;917.7;917.5;2047.642;22;21.2;13.9;21.7;19.2;14.6;13.4;13.9;71;62;63;37;3.9;1.1;
2020-04-25;1300;0;917.4;1020.61226;917.7;917.4;2549.983;25;23.4;14.6;23.4;21.2;15.1;13.7;14.1;64;57;58;27;3.7;.6;
2020-04-25;1400;0;916.7;1019.033139;917.4;916.6;2830.825;27;25.6;12.9;26;23.4;15.1;12.9;14.1;58;45;45;334;5.9;2.7;
2020-04-25;1500;0;916.1;1018.25805;916.7;916.1;2697.107;28;25.9;11.9;27.2;25;13.8;11.1;14.3;48;39;42;272;8.3;4.1;
2020-04-25;1600;0;915.7;1017.312157;916.1;915.6;2669.684;29;27.3;10.9;27.6;25.9;12.4;9.8;14.1;43;34;36;308;7.6;3.3;
2020-04-25;1700;0;915.3;1017.153491;915.7;915.2;2203.438;30;26.5;10.9;27.8;26.3;11.9;7.9;14;40;29;38;258;7.1;2.3;
2020-04-25;1800;0;914.8;1016.276704;915.3;914.8;1640.416;30;27.4;12.1;27.6;26.3;12.4;10.1;13.8;40;34;39;267;6.1;2.1;
2020-04-25;1900;0;914.9;1016.70898;914.9;914.8;807.956;30;26.5;11.5;27.5;26.5;12.3;10.8;13.5;40;37;39;268;5.5;2.7;
2020-04-25;2000;0;915.2;1018.164749;915.2;914.9;92.419;28;23.4;12.1;26.5;23.4;12.2;11.5;12.7;49;39;49;260;4.6;0;
2020-04-25;2100;0;915.7;1019.64482;915.7;915.2;-3.54;26;20.9;16.2;23.5;20.9;16.2;12.1;12.7;75;49;75;121;4;1.6;
2020-04-25;2200;0;916.4;1021.062477;916.4;915.7;-3.54;23;19.2;16.4;20.9;19.1;16.4;16.1;12.7;84;75;84;98;3.4;.8;
2020-04-25;2300;0;917.3;1022.406648;917.3;916.4;-3.54;21;18.3;null;19.2;18.2;null;null;12.7;null;null;null;100;1.9;.6;
2020-04-26;0000;0;917.3;null;917.4;917.2;-3.54;20;17.7;null;18.3;17.7;null;null;12.6;null;null;null;94;2.2;.6;
2020-04-26;0100;0;917.3;1022.788578;917.3;917.2;-2.84;19;17.3;null;17.7;17.1;null;null;12.6;null;null;null;47;3.4;1.8;
2020-04-26;0200;0;917.2;1022.677078;917.3;917.2;-.268;19;17.3;null;17.6;17.3;null;null;12.6;null;null;null;39;3.4;1.1;
2020-04-26;0300;0;917.3;1022.826923;917.3;917.2;-.506;19;17.2;null;17.4;17;null;null;12.6;null;null;null;44;2.8;.1;
2020-04-26;0400;0;917.1;1022.757543;917.3;917.1;-.968;19;16.8;null;17.2;16.8;null;null;12.6;null;null;null;118;2.4;0;
2020-04-26;0500;0;917;1022.722995;917.1;917;-.995;19;16.6;null;16.8;16.5;null;null;12.6;null;null;null;186;1.6;0;
2020-04-26;0600;0;917;1022.954588;917.1;917;-.902;18;16;null;16.6;16;null;null;12.5;null;null;null;271;1.6;.2;
2020-04-26;0700;0;917.1;1023.182332;917.1;917;-1.166;18;15.7;null;16.1;15.7;null;null;12.5;null;null;null;47;1.4;0;
2020-04-26;0800;0;917.6;1023.817812;917.6;917.1;-1.38;18;15.5;null;15.9;15.4;null;null;12.5;null;null;null;50;1;0;
2020-04-26;0900;0;918.1;1024.531403;918.1;917.6;20.532;17;15.1;null;15.5;15.1;null;null;12.5;null;null;null;214;1;.1;
2020-04-26;1000;0;918.3;1024.482329;918.3;918.1;262.648;17;15.8;null;16.1;15.1;null;null;12.6;null;null;null;358;1.5;.2;
2020-04-26;1100;0;918.6;1024.507462;918.7;918.3;746.494;18;16.6;null;16.6;15.8;null;null;13.2;null;null;null;65;2.6;.3;
2020-04-26;1200;0;919.2;1023.057833;919.2;918.6;2058.338;21;22.2;19.1;22.4;16.4;null;null;13.6;null;null;83;279;1.7;.2;
2020-04-26;1300;0;918.6;1020.964693;919.3;918.6;2603.244;25;26.1;10.9;26.1;22.2;19.3;10.6;14;83;38;38;42;3.5;1.3;
2020-04-26;1400;0;918.1;1019.764582;918.6;918.1;2870.802;28;27.9;7.7;27.9;26;11.5;6;14.1;40;25;28;103;5.7;2.7;
2020-04-26;1500;0;917.7;1019.107382;918.1;917.7;2896.343;30;28.5;4;29.5;27.7;7.8;3.7;14.1;28;20;21;88;7.9;2.9;
2020-04-26;1600;0;917.3;1018.592442;917.7;917.3;2729.339;32;28.7;2.5;29.3;28.3;4.6;1.4;14.1;22;17;19;79;8.4;3.7;
2020-04-26;1700;0;917;1018.507256;917.3;917;2277.564;32;28;3.9;29.3;27.8;4.3;1.8;14;22;18;21;100;8.5;3.5;
2020-04-26;1800;0;917;1018.935133;917;916.9;1638.126;32;26.8;5.2;28.2;26.8;6.1;3.3;13.9;26;20;25;102;6.5;3.1;
2020-04-26;1900;0;917.3;1019.881046;917.3;916.9;833.276;31;25.1;7.8;26.8;25.1;9.4;4.9;13.5;37;25;33;109;6.8;2;
2020-04-26;2000;0;917.4;1021.017462;917.4;917.1;134.625;28;22.3;13.2;25.2;22.3;13.2;8.1;12.8;56;33;56;106;6.6;1.9;
2020-04-26;2100;0;917.9;1022.169351;917.9;917.4;-3.54;25;20.7;13.8;22.3;20.7;14.2;13.3;12.7;65;56;65;102;6.6;1.2;
2020-04-26;2200;0;918.5;1023.288869;918.5;917.9;-3.54;23;19.5;11.9;20.8;19.5;13.8;11.9;12.7;65;60;61;99;4.6;1.5;
2020-04-26;2300;0;919.1;1024.298633;919.1;918.5;-3.54;21;18.6;13;19.5;18.6;13.1;11.9;12.7;70;62;70;103;4.5;1.6;
2020-04-27;0000;0;919.8;null;919.9;919.1;-3.54;20;17.4;13.5;18.5;17.4;13.5;12.7;12.6;78;70;78;97;6;1.9;
2020-04-27;0100;0;919.7;1025.579997;919.8;919.7;-3.54;19;17;13.5;17.4;17;13.9;13.5;12.6;81;78;80;111;7.1;3.3;
2020-04-27;0200;0;919.8;1025.845813;919.8;919.7;-3.54;19;16.6;13.5;17.1;16.5;13.5;13.4;12.6;82;79;82;103;7.2;2.4;
2020-04-27;0300;0;919.8;1026.039326;920;919.8;-3.54;18;16.1;13.6;16.6;16.1;13.6;13.5;12.6;85;82;85;103;5.9;1.8;
2020-04-27;0400;0;919.3;1025.597958;919.8;919.3;-3.54;17;15.8;null;16.1;15.7;15.8;13.6;12.6;100;85;null;106;5.2;1.3;
2020-04-27;0500;0;919.2;1025.758921;919.5;919.2;-3.54;17;15.1;null;15.8;15.1;null;null;12.5;null;null;null;91;6;1.9;
2020-04-27;0600;0;919.4;1026.138497;919.4;919.2;-3.54;16;14.7;null;15.1;14.7;null;null;12.5;null;null;null;87;4;1.1;
2020-04-27;0700;0;919.2;1025.915278;919.4;919.1;-3.54;16;14.7;null;14.8;14.6;null;null;12.5;null;null;null;93;3.5;.9;
2020-04-27;0800;0;919.8;1026.859845;919.8;919.1;-3.459;15;14;null;14.7;14;null;null;12.5;null;null;null;94;3;0;
2020-04-27;0900;0;920.2;1026.796755;920.2;919.8;31.379;15;15.3;null;15.3;13.9;null;null;12.5;null;null;null;103;1;0;
2020-04-27;1000;0;920.5;1026.472096;920.7;920.2;262.889;16;17;13.6;17;15.3;15.7;13.3;12.6;100;80;81;73;2.7;.8;
2020-04-27;1100;0;921;1026.416103;921;920.5;684.329;18;18.6;13.2;18.9;17;13.9;12.8;13.1;81;70;71;100;5.8;2.5;
2020-04-27;1200;0;921.4;1025.916872;921.5;921;1809.066;21;21.1;12.5;22.2;18.6;13.7;12;13.7;71;55;58;69;7.7;3.6;
2020-04-27;1300;0;921.1;1025.209679;921.6;921.1;1998.356;23;22.1;13.2;22.7;20.3;13.7;12.2;14.2;62;55;57;72;7.8;3.5;
2020-04-27;1400;0;920.6;1024.839312;921.2;920.6;2112.791;24;21.6;13.2;22.9;20.7;13.7;12.4;14;61;54;59;79;7.6;3.8;
2020-04-27;1500;0;920;1024.320674;920.6;919.9;2251.922;25;21.2;13.5;23.3;21.2;14.1;12.2;13.8;61;52;61;79;9.5;3.3;
2020-04-27;1600;0;919.4;1023.615298;920;919.4;1282.415;25;21.3;13.9;21.7;19.8;14.8;13.6;13.8;70;61;63;82;8.1;2.6;
2020-04-27;1700;0;918.9;1023.208065;919.4;918.9;950.935;24;20.9;14.3;21.5;20.4;14.5;13.5;14.2;67;62;66;54;6.3;3;
2020-04-27;1800;0;918.6;1023.211717;918.9;918.4;1193.456;25;20;13.7;21.9;20;14.7;13.4;13.4;67;60;67;78;7.1;3;
2020-04-27;1900;0;918.9;1023.810143;918.9;918.6;217.82;23;19.3;14.3;20;19.3;14.3;13.6;12.8;73;67;73;78;7.4;2.5;
2020-04-27;2000;0;918.7;1024.005191;918.9;918.7;26.786;22;18.2;14.2;19.5;18.2;14.5;14.1;12.7;78;73;78;73;5.8;1.9;
2020-04-27;2100;0;919;1024.530688;919;918.6;-3.025;20;17.7;14.8;18.2;17.7;15;14.2;12.7;83;78;83;107;5;1.6;
2020-04-27;2200;0;919.3;1024.980174;919.3;919;-3.236;20;17.4;15.4;17.7;17.4;15.9;14.8;12.6;90;83;88;120;5.4;1.7;
2020-04-27;2300;0;919.4;1025.245459;919.5;919.3;-3.231;19;17;14.5;17.4;17;15.4;13.4;12.6;88;79;85;121;5.6;1.8;
2020-04-28;0000;0;919.4;null;919.4;919.1;-3.02;19;16.7;14.9;17;16.7;16.3;14.5;12.6;97;85;89;96;5.1;2.2;
2020-04-28;0100;0;919.2;1025.253908;919.4;919.2;-3.534;18;16.4;14.1;16.7;16.4;14.9;13.9;12.6;89;84;86;101;5.1;1.6;
2020-04-28;0200;0;919;1024.953579;919.2;918.9;-2.946;18;16.6;14.6;16.6;16.2;15.8;14.1;12.6;97;86;88;95;3.9;1.3;
2020-04-28;0300;0;918.7;1024.69622;919;918.7;-2.219;18;16.4;15.8;16.6;16.1;16.4;14.3;12.6;100;87;96;97;4.2;1.8;
2020-04-28;0400;0;918.5;1024.666666;918.7;918.5;-3.168;17;15.9;null;16.4;15.7;15.8;13.7;12.5;100;86;null;110;4.2;1.3;
2020-04-28;0500;0;918;1024.108872;918.6;918;-3.021;17;15.9;15.9;16;15.8;null;null;12.5;null;null;100;94;3.3;1.1;
2020-04-28;0600;0;917.7;1023.774196;918.1;917.7;-3.169;17;15.9;null;16.1;15.9;null;null;12.5;null;null;null;95;3.9;1.3;
