NO.;Time;Interval;Indoor Temperature(oC);Indoor Humidity(%);Outdoor Temperature(oC);Outdoor Humidity(%);Relative Pressure(hpa);Absolute Pressure(hpa);Wind Speed(m/s);Gust(m/s);Wind Direction;DewPoint(oC);WindChill(oC);Hour Rainfall(mm);24 Hour Rainfall(mm);Week Rainfall(mm);Month Rainfall(mm);Total Rainfall(mm)
2081; 30/11/2018 05:13:47;5; 21.2;81; 19.5;93; 1004.9; 900.9; 0.3; 1.0; NW; 18.4; 19.5; 0.00; 0.00; 0.30; 1.20; 1.20
2082; 30/11/2018 05:18:47;5; 21.2;81; 19.5;93; 1004.7; 900.7; 0.3; 0.7; NE; 18.4; 19.5; 0.00; 0.00; 0.30; 1.20; 1.20
2083; 30/11/2018 05:23:47;5; 21.2;80; 19.4;93; 1004.7; 900.7; 1.4; 2.0; N; 18.3; 19.4; 0.00; 0.00; 0.30; 1.20; 1.20
2084; 30/11/2018 05:28:47;5; 21.2;81; 19.4;93; 1004.7; 900.7; 1.0; 1.4; N; 18.3; 19.4; 0.00; 0.00; 0.30; 1.20; 1.20
2085; 30/11/2018 05:33:47;5; 21.2;81; 19.4;93; 1004.7; 900.7; 0.3; 0.7; NE; 18.3; 19.4; 0.00; 0.00; 0.30; 1.20; 1.20
2086; 30/11/2018 05:38:47;5; 21.2;81; 19.4;93; 1004.7; 900.7; 0.7; 1.4; N; 18.3; 19.4; 0.00; 0.00; 0.30; 1.20; 1.20
2087; 30/11/2018 05:43:47;5; 21.2;81; 19.4;93; 1004.8; 900.8; 1.0; 1.4; NW; 18.3; 19.4; 0.00; 0.00; 0.30; 1.20; 1.20
2088; 30/11/2018 05:48:47;5; 21.2;81; 19.4;93; 1004.8; 900.8; 0.0; 0.7; NE; 18.3; 19.4; 0.00; 0.00; 0.30; 1.20; 1.20
2089; 30/11/2018 05:53:47;5; 21.2;81; 19.4;93; 1004.9; 900.9; 1.4; 2.0; NW; 18.3; 19.4; 0.00; 0.00; 0.30; 1.20; 1.20
2090; 30/11/2018 05:58:47;5; 21.2;81; 19.4;93; 1005.0; 901.0; 1.0; 1.4; NW; 18.3; 19.4; 0.00; 0.00; 0.30; 1.20; 1.20
2091; 30/11/2018 06:03:47;5; 21.2;81; 19.5;94; 1004.8; 900.8; 0.7; 1.0; NW; 18.5; 19.5; 0.00; 0.00; 0.30; 1.20; 1.20
2092; 30/11/2018 06:08:47;5; 21.2;81; 19.5;93; 1004.8; 900.8; 0.0; 0.7; E; 18.4; 19.5; 0.00; 0.00; 0.30; 1.20; 1.20
2093; 30/11/2018 06:13:47;5; 21.2;81; 19.5;93; 1004.7; 900.7; 1.0; 1.4; NW; 18.4; 19.5; 0.00; 0.00; 0.30; 1.20; 1.20
2094; 30/11/2018 06:18:47;5; 21.2;82; 19.5;93; 1004.9; 900.9; 0.3; 0.7; N; 18.4; 19.5; 0.00; 0.00; 0.30; 1.20; 1.20
2095; 30/11/2018 06:23:47;5; 21.2;82; 19.5;93; 1004.8; 900.8; 0.0; 0.7; N; 18.4; 19.5; 0.00; 0.00; 0.30; 1.20; 1.20
2096; 30/11/2018 06:28:47;5; 21.2;82; 19.6;93; 1004.9; 900.9; 0.3; 1.4; NW; 18.5; 19.6; 0.00; 0.00; 0.30; 1.20; 1.20
2097; 30/11/2018 06:33:47;5; 21.2;82; 19.6;93; 1004.7; 900.7; 0.7; 1.7; NNW; 18.5; 19.6; 0.00; 0.00; 0.30; 1.20; 1.20
2098; 30/11/2018 06:38:47;5; 21.2;82; 19.8;93; 1004.8; 900.8; 0.0; 0.3; SE; 18.7; 19.8; 0.00; 0.00; 0.30; 1.20; 1.20
2099; 30/11/2018 06:43:47;5; 21.3;81; 19.9;93; 1004.8; 900.8; 0.0; 0.0; NE; 18.8; 19.9; 0.00; 0.00; 0.30; 1.20; 1.20
2100; 30/11/2018 06:48:47;5; 21.3;81; 20.0;91; 1005.1; 901.1; 0.0; 0.0; E; 18.5; 20.0; 0.00; 0.00; 0.30; 1.20; 1.20
2101; 30/11/2018 06:53:47;5; 21.5;81; 20.1;91; 1005.1; 901.1; 0.0; 0.0; SE; 18.6; 20.1; 0.00; 0.00; 0.30; 1.20; 1.20
2102; 30/11/2018 06:58:47;5; 21.6;81; 20.3;90; 1005.2; 901.2; 1.0; 1.4; SW; 18.6; 20.3; 0.00; 0.00; 0.30; 1.20; 1.20
2103; 30/11/2018 07:03:47;5; 21.7;80; 20.4;90; 1005.3; 901.3; 0.0; 0.3; NE; 18.7; 20.4; 0.00; 0.00; 0.30; 1.20; 1.20
2104; 30/11/2018 07:08:47;5; 21.8;80; 20.5;90; 1005.2; 901.2; 0.3; 1.0; E; 18.8; 20.5; 0.00; 0.00; 0.30; 1.20; 1.20
2105; 30/11/2018 07:13:47;5; 21.8;79; 20.8;89; 1005.2; 901.2; 1.0; 2.0; N; 18.9; 20.8; 0.00; 0.00; 0.30; 1.20; 1.20
2106; 30/11/2018 07:18:47;5; 21.9;79; 21.0;86; 1005.4; 901.4; 1.0; 1.7; NW; 18.6; 21.0; 0.00; 0.00; 0.30; 1.20; 1.20
2107; 30/11/2018 07:23:47;5; 21.9;79; 21.0;85; 1005.4; 901.4; 0.3; 1.0; NW; 18.4; 21.0; 0.00; 0.00; 0.30; 1.20; 1.20
2108; 30/11/2018 07:28:47;5; 22.1;78; 21.3;85; 1005.5; 901.5; 0.7; 1.0; NW; 18.7; 21.3; 0.00; 0.00; 0.30; 1.20; 1.20
2109; 30/11/2018 07:33:47;5; 22.2;78; 21.5;84; 1005.5; 901.5; 1.0; 1.4; NW; 18.7; 21.5; 0.00; 0.00; 0.30; 1.20; 1.20
2110; 30/11/2018 07:38:47;5; 22.3;78; 21.7;83; 1005.7; 901.7; 0.7; 1.0; NE; 18.7; 21.7; 0.00; 0.00; 0.30; 1.20; 1.20
2111; 30/11/2018 07:43:47;5; 22.5;77; 22.4;80; 1005.7; 901.7; 0.3; 0.7; NE; 18.8; 22.4; 0.00; 0.00; 0.30; 1.20; 1.20
2112; 30/11/2018 07:48:47;5; 22.6;77; 23.0;78; 1005.8; 901.8; 0.7; 1.0; NW; 19.0; 23.0; 0.00; 0.00; 0.30; 1.20; 1.20
2113; 30/11/2018 07:53:47;5; 22.9;76; 22.9;76; 1005.6; 901.6; 0.7; 1.4; NW; 18.5; 22.9; 0.00; 0.00; 0.30; 1.20; 1.20
2114; 30/11/2018 07:58:47;5; 23.0;76; 22.9;76; 1005.9; 901.9; 2.0; 2.4; NW; 18.5; 22.4; 0.00; 0.00; 0.30; 1.20; 1.20
2115; 30/11/2018 08:03:47;5; 23.1;75; 22.6;77; 1005.9; 901.9; 2.4; 3.1; NW; 18.4; 21.7; 0.00; 0.00; 0.30; 1.20; 1.20
2116; 30/11/2018 08:08:47;5; 25.2;69; 23.0;77; 1006.0; 902.0; 1.7; 2.4; NW; 18.8; 23.0; 0.00; 0.00; 0.30; 1.20; 1.20
2117; 30/11/2018 08:13:47;5; 24.4;74; 22.6;77; 1006.0; 902.0; 1.0; 1.7; NW; 18.4; 22.6; 0.00; 0.00; 0.30; 1.20; 1.20
2118; 30/11/2018 08:18:47;5; 25.2;69; 23.0;77; 1006.0; 902.0; 1.7; 2.4; NW; 18.8; 23.0; 0.00; 0.00; 0.30; 1.20; 1.20
2119; 30/11/2018 08:23:47;5; 26.8;63; 23.0;76; 1006.4; 902.4; 1.7; 2.4; NW; 18.6; 23.0; 0.00; 0.00; 0.30; 1.20; 1.20
2120; 30/11/2018 08:28:47;5; 27.8;60; 23.1;76; 1006.4; 902.4; 1.4; 2.0; NW; 18.7; 23.1; 0.00; 0.00; 0.30; 1.20; 1.20
2121; 30/11/2018 08:33:47;5; 29.0;55; 23.1;75; 1006.4; 902.4; 1.0; 1.4; W; 18.5; 23.1; 0.00; 0.00; 0.30; 1.20; 1.20
2122; 30/11/2018 08:38:47;5; 29.6;53; 24.1;73; 1006.6; 902.6; 2.7; 3.4; N; 19.0; 23.1; 0.00; 0.00; 0.30; 1.20; 1.20
2123; 30/11/2018 08:43:47;5; 29.6;52; 23.1;73; 1006.6; 902.6; 1.4; 2.0; NW; 18.0; 23.1; 0.00; 0.00; 0.30; 1.20; 1.20
2124; 30/11/2018 08:48:47;5; 29.9;53; 24.1;72; 1006.8; 902.8; 0.7; 2.4; NW; 18.8; 24.1; 0.00; 0.00; 0.30; 1.20; 1.20
2125; 30/11/2018 08:53:47;5; 29.6;52; 24.1;71; 1006.8; 902.8; 2.7; 3.7; NW; 18.5; 23.1; 0.00; 0.00; 0.30; 1.20; 1.20
2126; 30/11/2018 08:58:47;5; 29.7;53; 24.1;72; 1006.9; 902.9; 2.7; 3.4; NW; 18.8; 23.1; 0.00; 0.00; 0.30; 1.20; 1.20
2127; 30/11/2018 09:03:47;5; 29.9;52; 24.1;71; 1006.7; 902.7; 2.0; 2.7; NW; 18.5; 23.7; 0.00; 0.00; 0.30; 1.20; 1.20
2128; 30/11/2018 09:08:47;5; 29.9;51; 24.4;70; 1006.9; 902.9; 1.4; 2.4; N; 18.6; 24.4; 0.00; 0.00; 0.30; 1.20; 1.20
2129; 30/11/2018 09:13:47;5; 29.9;51; 24.7;69; 1006.8; 902.8; 2.0; 2.7; NW; 18.7; 24.3; 0.00; 0.00; 0.30; 1.20; 1.20
2130; 30/11/2018 09:18:47;5; 29.9;52; 25.3;69; 1006.8; 902.8; 1.7; 2.7; NW; 19.2; 25.3; 0.00; 0.00; 0.30; 1.20; 1.20
2131; 30/11/2018 09:23:47;5; 30.1;50; 25.9;65; 1006.8; 902.8; 2.4; 2.7; NW; 18.8; 25.3; 0.00; 0.00; 0.30; 1.20; 1.20
2132; 30/11/2018 09:28:47;5; 29.9;51; 25.3;65; 1006.6; 902.6; 3.4; 4.8; SW; 18.3; 24.0; 0.00; 0.00; 0.30; 1.20; 1.20
2133; 30/11/2018 09:33:47;5; 29.7;51; 25.3;65; 1006.7; 902.7; 1.7; 2.0; NW; 18.3; 25.3; 0.00; 0.00; 0.30; 1.20; 1.20
2134; 30/11/2018 09:38:47;5; 29.7;51; 25.5;64; 1006.5; 902.5; 2.0; 3.4; WSW; 18.2; 25.1; 0.00; 0.00; 0.30; 1.20; 1.20
2135; 30/11/2018 09:43:47;5; 29.9;51; 26.0;62; 1006.4; 902.4; 2.4; 3.1; NW; 18.2; 25.4; 0.00; 0.00; 0.30; 1.20; 1.20
2136; 30/11/2018 09:48:47;5; 29.9;50; 26.0;62; 1006.5; 902.5; 3.4; 5.1; NW; 18.2; 24.8; 0.00; 0.00; 0.30; 1.20; 1.20
2137; 30/11/2018 09:53:47;5; 29.7;50; 25.4;63; 1006.4; 902.4; 4.4; 6.5; NW; 17.9; 23.7; 0.00; 0.00; 0.30; 1.20; 1.20
2138; 30/11/2018 09:58:47;5; 29.4;50; 25.8;63; 1006.4; 902.4; 4.1; 5.8; NW; 18.3; 24.3; 0.00; 0.00; 0.30; 1.20; 1.20
2139; 30/11/2018 10:03:47;5; 29.4;51; 26.0;61; 1006.4; 902.4; 2.4; 3.1; NW; 17.9; 25.4; 0.00; 0.00; 0.30; 1.20; 1.20
2140; 30/11/2018 10:08:47;5; 29.4;50; 26.0;61; 1006.4; 902.4; 4.1; 6.5; NW; 17.9; 24.5; 0.00; 0.00; 0.30; 1.20; 1.20
2141; 30/11/2018 10:13:47;5; 29.4;50; 26.3;60; 1006.4; 902.4; 2.7; 4.4; NW; 17.9; 25.5; 0.00; 0.00; 0.30; 1.20; 1.20
2142; 30/11/2018 10:18:47;5; 29.6;50; 26.7;60; 1006.3; 902.3; 1.0; 2.0; W; 18.3; 26.7; 0.00; 0.00; 0.30; 1.20; 1.20
2143; 30/11/2018 10:23:47;5; 29.9;49; 26.8;59; 1006.2; 902.2; 5.4; 6.5; NW; 18.1; 25.1; 0.00; 0.00; 0.30; 1.20; 1.20
2144; 30/11/2018 10:28:47;5; 29.6;49; 26.1;59; 1006.3; 902.3; 4.1; 6.1; NW; 17.5; 24.7; 0.00; 0.00; 0.30; 1.20; 1.20
2145; 30/11/2018 10:33:47;5; 29.5;49; 26.3;59; 1006.3; 902.3; 4.4; 5.8; NW; 17.7; 24.8; 0.00; 0.00; 0.30; 1.20; 1.20
2146; 30/11/2018 10:38:47;5; 29.2;49; 26.3;59; 1006.3; 902.3; 5.1; 6.5; NW; 17.7; 24.6; 0.00; 0.00; 0.30; 1.20; 1.20
2147; 30/11/2018 10:43:47;5; 29.1;50; 26.4;59; 1006.1; 902.1; 3.1; 5.1; NW; 17.8; 25.5; 0.00; 0.00; 0.30; 1.20; 1.20
2148; 30/11/2018 10:48:47;5; 29.5;49; 27.3;56; 1006.2; 902.2; 3.1; 4.8; SW; 17.8; 26.5; 0.00; 0.00; 0.30; 1.20; 1.20
2149; 30/11/2018 10:53:47;5; 29.7;47; 27.4;54; 1006.2; 902.2; 3.4; 5.8; W; 17.3; 26.5; 0.00; 0.00; 0.30; 1.20; 1.20
2150; 30/11/2018 10:58:47;5; 29.9;46; 27.5;53; 1006.2; 902.2; 2.7; 4.4; NW; 17.1; 26.9; 0.00; 0.00; 0.30; 1.20; 1.20
2151; 30/11/2018 11:03:47;5; 29.9;45; 27.5;53; 1006.1; 902.1; 4.4; 6.8; NW; 17.1; 26.3; 0.00; 0.00; 0.30; 1.20; 1.20
2152; 30/11/2018 11:08:47;5; 29.9;46; 27.1;55; 1005.9; 901.9; 2.4; 3.4; NW; 17.3; 26.6; 0.00; 0.00; 0.30; 1.20; 1.20
2153; 30/11/2018 11:13:47;5; 29.7;46; 27.4;54; 1006.0; 902.0; 4.4; 6.1; NW; 17.3; 26.1; 0.00; 0.00; 0.30; 1.20; 1.20
2154; 30/11/2018 11:18:47;5; 29.6;47; 27.3;55; 1005.9; 901.9; 3.1; 4.4; NW; 17.5; 26.5; 0.00; 0.00; 0.30; 1.20; 1.20
2155; 30/11/2018 11:23:47;5; 29.2;48; 27.2;55; 1006.0; 902.0; 5.1; 7.5; NW; 17.4; 25.7; 0.00; 0.00; 0.30; 1.20; 1.20
2156; 30/11/2018 11:28:47;5; 29.1;48; 27.3;54; 1005.9; 901.9; 5.4; 6.8; NW; 17.2; 25.7; 0.00; 0.00; 0.30; 1.20; 1.20
2157; 30/11/2018 11:33:47;5; 28.9;49; 27.1;54; 1005.8; 901.8; 3.7; 5.4; NW; 17.0; 26.0; 0.00; 0.00; 0.30; 1.20; 1.20
2158; 30/11/2018 11:38:47;5; 29.1;48; 27.4;55; 1005.9; 901.9; 4.8; 6.5; NW; 17.6; 26.0; 0.00; 0.00; 0.30; 1.20; 1.20
2159; 30/11/2018 11:43:47;5; 28.9;48; 27.4;52; 1005.8; 901.8; 4.8; 6.5; NW; 16.7; 26.0; 0.00; 0.00; 0.30; 1.20; 1.20
2160; 30/11/2018 11:48:47;5; 28.8;48; 27.3;52; 1005.7; 901.7; 4.4; 5.8; NW; 16.6; 26.0; 0.00; 0.00; 0.30; 1.20; 1.20
2161; 30/11/2018 11:53:47;5; 29.1;47; 27.9;51; 1005.6; 901.6; 5.4; 6.5; WNW; 16.9; 26.5; 0.00; 0.00; 0.30; 1.20; 1.20
2162; 30/11/2018 11:58:47;5; 29.1;47; 27.7;52; 1005.6; 901.6; 3.1; 5.1; NW; 17.0; 26.9; 0.00; 0.00; 0.30; 1.20; 1.20
2163; 30/11/2018 12:03:47;5; 29.2;47; 27.5;52; 1005.5; 901.5; 2.4; 3.7; E; 16.8; 27.0; 0.00; 0.00; 0.30; 1.20; 1.20
2164; 30/11/2018 12:08:47;5; 29.1;47; 27.4;53; 1005.4; 901.4; 4.1; 5.8; N; 17.0; 26.2; 0.00; 0.00; 0.30; 1.20; 1.20
2165; 30/11/2018 12:13:47;5; 28.7;49; 27.1;53; 1005.3; 901.3; 4.1; 5.8; NNW; 16.7; 25.9; 0.00; 0.00; 0.30; 1.20; 1.20
2166; 30/11/2018 12:18:47;5; 28.6;51; 27.4;55; 1005.3; 901.3; 2.0; 2.7; NW; 17.6; 27.1; 0.00; 0.00; 0.30; 1.20; 1.20
2167; 30/11/2018 12:23:47;5; 28.8;50; 27.7;52; 1005.2; 901.2; 3.1; 4.1; W; 17.0; 26.9; 0.00; 0.00; 0.30; 1.20; 1.20
2168; 30/11/2018 12:28:47;5; 29.1;49; 28.5;53; 1005.1; 901.1; 2.4; 5.1; N; 18.0; 28.1; 0.00; 0.00; 0.30; 1.20; 1.20
2169; 30/11/2018 12:33:47;5; 29.3;48; 29.1;51; 1004.9; 900.9; 3.1; 4.1; NW; 18.0; 28.5; 0.00; 0.00; 0.30; 1.20; 1.20
2170; 30/11/2018 12:38:47;5; 29.4;46; 28.8;50; 1004.9; 900.9; 3.7; 6.1; NW; 17.4; 28.0; 0.00; 0.00; 0.30; 1.20; 1.20
2171; 30/11/2018 12:43:47;5; 29.3;47; 28.5;52; 1004.6; 900.6; 3.4; 4.4; NW; 17.7; 27.8; 0.00; 0.00; 0.30; 1.20; 1.20
2172; 30/11/2018 12:48:47;5; 29.3;47; 29.0;50; 1004.6; 900.6; 3.1; 4.1; NW; 17.6; 28.4; 0.00; 0.00; 0.30; 1.20; 1.20
2173; 30/11/2018 12:53:47;5; 29.5;46; 29.4;48; 1004.5; 900.5; 1.0; 2.4; N; 17.3; 29.4; 0.00; 0.00; 0.30; 1.20; 1.20
2174; 30/11/2018 12:58:47;5; 29.5;47; 29.3;50; 1004.4; 900.4; 4.1; 6.5; NW; 17.8; 28.5; 0.00; 0.00; 0.30; 1.20; 1.20
2175; 30/11/2018 13:03:47;5; 29.5;46; 29.0;49; 1004.5; 900.5; 4.4; 5.4; NW; 17.2; 28.1; 0.00; 0.00; 0.30; 1.20; 1.20
2176; 30/11/2018 13:08:47;5; 29.4;47; 28.8;52; 1004.2; 900.2; 1.7; 2.4; NW; 18.0; 28.8; 0.00; 0.00; 0.30; 1.20; 1.20
2177; 30/11/2018 13:13:47;5; 29.4;48; 29.0;51; 1004.1; 900.1; 2.0; 3.4; NW; 17.9; 28.8; 0.00; 0.00; 0.30; 1.20; 1.20
2178; 30/11/2018 13:18:47;5; 29.4;47; 29.2;48; 1003.9; 899.9; 4.4; 7.5; WNW; 17.1; 28.3; 0.00; 0.00; 0.30; 1.20; 1.20
2179; 30/11/2018 13:23:47;5; 29.3;47; 28.8;52; 1003.8; 899.8; 0.7; 1.4; NW; 18.0; 28.8; 0.00; 0.00; 0.30; 1.20; 1.20
2180; 30/11/2018 13:28:47;5; 29.3;46; 29.0;49; 1003.8; 899.8; 6.1; 6.8; NW; 17.2; 27.8; 0.00; 0.00; 0.30; 1.20; 1.20
2181; 30/11/2018 13:33:47;5; 29.1;47; 28.5;52; 1003.4; 899.4; 4.4; 6.8; W; 17.7; 27.5; 0.00; 0.00; 0.30; 1.20; 1.20
2182; 30/11/2018 13:38:47;5; 29.2;47; 29.0;49; 1003.2; 899.2; 3.7; 4.8; W; 17.2; 28.3; 0.00; 0.00; 0.30; 1.20; 1.20
2183; 30/11/2018 13:43:47;5; 29.4;48; 29.8;49; 1003.4; 899.4; 3.1; 3.7; NE; 18.0; 29.3; 0.00; 0.00; 0.30; 1.20; 1.20
2184; 30/11/2018 13:48:47;5; 29.5;47; 29.8;48; 1003.5; 899.5; 3.1; 5.1; E; 17.6; 29.3; 0.00; 0.00; 0.30; 1.20; 1.20
2185; 30/11/2018 13:53:47;5; 29.2;49; 28.1;53; 1003.3; 899.3; 3.4; 4.4; E; 17.7; 27.3; 0.00; 0.00; 0.30; 1.20; 1.20
2186; 30/11/2018 13:58:47;5; 28.9;52; 27.3;58; 1003.2; 899.2; 2.4; 4.1; NE; 18.3; 26.8; 0.00; 0.00; 0.30; 1.20; 1.20
2187; 30/11/2018 14:03:47;5; 28.7;56; 27.0;62; 1003.4; 899.4; 2.7; 4.4; N; 19.1; 26.3; 0.00; 0.00; 0.30; 1.20; 1.20
2188; 30/11/2018 14:08:47;5; 28.5;56; 26.3;64; 1003.0; 899.0; 1.0; 2.0; NW; 19.0; 26.3; 0.00; 0.00; 0.30; 1.20; 1.20
2189; 30/11/2018 14:13:47;5; 28.7;56; 27.1;65; 1003.0; 899.0; 1.7; 4.4; NW; 20.0; 27.1; 0.00; 0.00; 0.30; 1.20; 1.20
2190; 30/11/2018 14:18:47;5; 28.9;56; 27.2;62; 1002.9; 898.9; 1.7; 2.4; N; 19.3; 27.2; 0.00; 0.00; 0.30; 1.20; 1.20
2191; 30/11/2018 14:23:47;5; 28.9;56; 26.9;63; 1002.8; 898.8; 0.7; 1.7; NE; 19.3; 26.9; 0.00; 0.00; 0.30; 1.20; 1.20
2192; 30/11/2018 14:28:47;5; 28.9;56; 27.3;63; 1002.5; 898.5; 3.1; 4.8; NE; 19.7; 26.5; 0.00; 0.00; 0.30; 1.20; 1.20
2193; 30/11/2018 14:33:47;5; 29.1;55; 27.4;63; 1002.3; 898.3; 1.0; 1.7; NNW; 19.8; 27.4; 0.00; 0.00; 0.30; 1.20; 1.20
2194; 30/11/2018 14:38:47;5; 29.3;54; 27.8;61; 1002.0; 898.0; 1.0; 1.7; NE; 19.6; 27.8; 0.00; 0.00; 0.30; 1.20; 1.20
2195; 30/11/2018 14:43:47;5; 29.2;55; 27.6;63; 1002.2; 898.2; 1.4; 2.0; WSW; 20.0; 27.6; 0.00; 0.00; 0.30; 1.20; 1.20
2196; 30/11/2018 14:48:47;5; 29.1;55; 27.8;61; 1002.2; 898.2; 2.0; 2.7; N; 19.6; 27.5; 0.00; 0.00; 0.30; 1.20; 1.20
2197; 30/11/2018 14:53:47;5; 28.5;57; 26.1;62; 1002.4; 898.4; 2.7; 5.1; NW; 18.3; 25.3; 1.20; 1.20; 1.50; 2.40; 2.40
2198; 30/11/2018 14:58:47;5; 28.0;57; 24.7;68; 1001.8; 897.8; 0.7; 1.0; E; 18.4; 24.7; 1.80; 1.80; 2.10; 3.00; 3.00
2199; 30/11/2018 15:03:47;5; 27.8;60; 23.7;77; 1002.1; 898.1; 2.7; 4.1; NW; 19.5; 22.7; 0.00; 1.80; 2.10; 3.00; 3.00
2200; 30/11/2018 15:08:47;5; 27.5;60; 23.6;75; 1002.0; 898.0; 2.0; 3.1; NW; 18.9; 23.1; 0.00; 1.80; 2.10; 3.00; 3.00
2201; 30/11/2018 15:13:47;5; 27.7;60; 25.0;70; 1002.1; 898.1; 1.4; 1.7; SW; 19.2; 25.0; 0.00; 1.80; 2.10; 3.00; 3.00
2202; 30/11/2018 15:18:47;5; 27.8;60; 25.9;70; 1002.0; 898.0; 1.4; 2.4; W; 20.0; 25.9; 0.00; 1.80; 2.10; 3.00; 3.00
2203; 30/11/2018 15:23:47;5; 28.1;60; 26.4;70; 1002.0; 898.0; 1.0; 1.7; NW; 20.5; 26.4; 0.00; 1.80; 2.10; 3.00; 3.00
2204; 30/11/2018 15:28:47;5; 28.4;62; 27.3;69; 1001.8; 897.8; 4.1; 5.1; NW; 21.1; 26.1; 0.00; 1.80; 2.10; 3.00; 3.00
2205; 30/11/2018 15:33:47;5; 29.1;60; 28.1;65; 1001.8; 897.8; 4.8; 6.1; SW; 20.9; 26.9; 0.00; 1.80; 2.10; 3.00; 3.00
2206; 30/11/2018 15:38:47;5; 29.7;56; 28.6;62; 1002.0; 898.0; 2.4; 4.4; NW; 20.6; 28.2; 0.00; 1.80; 2.10; 3.00; 3.00
2207; 30/11/2018 15:43:47;5; 29.9;52; 28.5;56; 1001.7; 897.7; 2.7; 3.4; SW; 18.9; 28.0; 0.00; 1.80; 2.10; 3.00; 3.00
2208; 30/11/2018 15:48:47;5; 30.1;51; 28.6;56; 1001.5; 897.5; 3.7; 5.8; NW; 19.0; 27.8; 0.00; 1.80; 2.10; 3.00; 3.00
2209; 30/11/2018 15:53:47;5; 30.1;49; 28.6;53; 1001.6; 897.6; 3.4; 6.1; NNW; 18.1; 27.9; 0.00; 1.80; 2.10; 3.00; 3.00
2210; 30/11/2018 15:58:47;5; 30.3;49; 29.3;53; 1001.5; 897.5; 3.1; 5.1; W; 18.8; 28.8; 0.00; 1.80; 2.10; 3.00; 3.00
2211; 30/11/2018 16:03:47;5; 30.1;50; 28.6;54; 1001.7; 897.7; 3.1; 4.8; NW; 18.4; 28.0; 0.00; 1.80; 2.10; 3.00; 3.00
2212; 30/11/2018 16:08:47;5; 29.9;51; 28.5;55; 1001.9; 897.9; 4.8; 6.8; NW; 18.6; 27.4; 0.00; 1.80; 2.10; 3.00; 3.00
2213; 30/11/2018 16:13:47;5; 29.7;51; 28.4;55; 1001.5; 897.5; 2.0; 3.4; NW; 18.5; 28.2; 0.00; 1.80; 2.10; 3.00; 3.00
2214; 30/11/2018 16:18:47;5; 29.5;52; 28.5;56; 1001.5; 897.5; 1.7; 3.4; S; 18.9; 28.5; 0.00; 1.80; 2.10; 3.00; 3.00
2215; 30/11/2018 16:23:47;5; 29.4;52; 28.6;55; 1001.4; 897.4; 3.7; 5.1; NW; 18.7; 27.8; 0.00; 1.80; 2.10; 3.00; 3.00
2216; 30/11/2018 16:28:47;5; 29.1;52; 27.8;57; 1001.3; 897.3; 2.4; 3.7; NW; 18.5; 27.3; 0.00; 1.80; 2.10; 3.00; 3.00
2217; 30/11/2018 16:33:47;5; 28.5;54; 27.4;59; 1001.4; 897.4; 3.7; 5.1; NW; 18.7; 26.4; 0.00; 1.80; 2.10; 3.00; 3.00
2218; 30/11/2018 16:38:47;5; 28.1;56; 26.6;64; 1001.4; 897.4; 2.4; 6.1; N; 19.3; 26.0; 0.00; 1.80; 2.10; 3.00; 3.00
2219; 30/11/2018 16:43:47;5; 27.8;57; 26.1;64; 1001.3; 897.3; 4.4; 6.5; NW; 18.8; 24.5; 0.00; 1.80; 2.10; 3.00; 3.00
2220; 30/11/2018 16:48:47;5; 27.3;61; 25.0;70; 1001.7; 897.7; 4.1; 9.2; WNW; 19.2; 23.3; 0.30; 2.10; 2.40; 3.30; 3.30
2221; 30/11/2018 16:53:47;5; 26.5;68; 23.5;80; 1001.7; 897.7; 5.4; 7.5; SW; 19.9; 20.9; 3.00; 4.80; 5.10; 6.00; 6.00
2222; 30/11/2018 16:58:47;5; 26.2;68; 22.6;85; 1001.1; 897.1; 1.7; 2.7; N; 20.0; 22.6; 3.90; 5.70; 6.00; 6.90; 6.90
2223; 30/11/2018 17:03:47;5; 26.5;67; 22.9;85; 1001.0; 897.0; 1.0; 2.0; NW; 20.3; 22.9; 0.00; 5.70; 6.00; 6.90; 6.90
2224; 30/11/2018 17:08:47;5; 26.7;66; 23.5;85; 1001.1; 897.1; 0.7; 1.4; SE; 20.9; 23.5; 0.00; 5.70; 6.00; 6.90; 6.90
2225; 30/11/2018 17:13:47;5; 27.3;64; 24.5;83; 1001.4; 897.4; 1.4; 2.0; SE; 21.4; 24.5; 0.00; 5.70; 6.00; 6.90; 6.90
2226; 30/11/2018 17:18:47;5; 27.3;64; 23.6;82; 1001.5; 897.5; 1.7; 2.7; SSW; 20.4; 23.6; 0.00; 5.70; 6.00; 6.90; 6.90
2227; 30/11/2018 17:23:47;5; 27.1;62; 23.2;80; 1001.5; 897.5; 1.7; 2.7; SW; 19.6; 23.2; 0.00; 5.70; 6.00; 6.90; 6.90
2228; 30/11/2018 17:28:47;5; 26.6;62; 22.8;81; 1001.4; 897.4; 0.7; 1.4; E; 19.4; 22.8; 0.00; 5.70; 6.00; 6.90; 6.90
2229; 30/11/2018 17:33:47;5; 26.5;61; 22.9;80; 1001.2; 897.2; 0.7; 1.4; SE; 19.3; 22.9; 0.00; 5.70; 6.00; 6.90; 6.90
2230; 30/11/2018 17:38:47;5; 26.2;62; 23.1;82; 1001.3; 897.3; 0.7; 1.0; SE; 19.9; 23.1; 0.00; 5.70; 6.00; 6.90; 6.90
